"11","529781262","David","Anthony","UG","4","SO","OT40","A-","RE","anthony.o.david@fakeu.edu"
"12","646550644","O'donnell","Emma","UG","4","SO","O181","A","RE","emma.c.o'donnell@fakeu.edu"
"13","495181078","Rodriguez","Ximena","UG","4","JR","OTH8","B","RE","ximena.s.rodriguez@fakeu.edu"
"14","778405780","Walsh","Andres","UG","4","FR","O174","A-","RE","andres.m.walsh@fakeu.edu"
"15","418481235","Harrell","Connor","UG","4","FR","O268","C","RE","connor.a.harrell@fakeu.edu"
"16","730023715","Phillips","Zoey","UG","4","FR","OT20","C","RE","zoey.e.phillips@fakeu.edu"
"17","813157566","Rivers","Damian","UG","4","FR","O174","C+","RE","damian.a.rivers@fakeu.edu"
"18","523183676","Jones","David","UG","4","SO","O232","A-","RE","david.i.jones@fakeu.edu"
"19","763955712","Carter","Kevin","UG","4","JR","O268","A-","RE","kevin.a.carter@fakeu.edu"
"20","209360005","Russell","Isaac","UG","4","SR","OT41","A-","RE","isaac.l.russell@fakeu.edu"
"21","107896478","Johnson","Elias","UG","4","JR","OT21","B+","RE","elias.c.johnson@fakeu.edu"
"22","170844271","Rivera","Katherine","UG","4","SO","O190","B","RE","katherine.e.rivera@fakeu.edu"
"23","288620169","Browning","Dylan","UG","4","SO","O181","A-","RE","dylan.j.browning@fakeu.edu"
"24","109642384","Soto","Liam","UG","4","SO","O174","B","RE","liam.c.soto@fakeu.edu"
"25","889830546","Foley","Angel","UG","4","SO","OTH6","C","RE","angel.g.foley@fakeu.edu"
"26","112316553","Brown","Robert","UG","4","JR","O174","B","RE","robert.m.brown@fakeu.edu"
"27","187983761","Grant","Kayla","UG","4","JR","O211","C","RE","kayla.g.grant@fakeu.edu"
"28","526014171","Ellis","Eric","UG","4","JR","O181","C-","RE","eric.a.ellis@fakeu.edu"
"29","795858248","Murphy","Isaiah","UG","4","SR","OT13","B","RE","isaiah.c.murphy@fakeu.edu"
"30","415165712","Moss","Angel","UG","4","SO","O181","B","RE","angel.d.moss@fakeu.edu"
"31","768871928","Mcintyre","Alex","UG","4","FR","OT88","B","RE","alex.s.mcintyre@fakeu.edu"
"32","707438361","Reynolds","Daniel","UG","4","JR","OTH8","C","RE","daniel.t.reynolds@fakeu.edu"
"33","765018689","Stanley","Sophia","UG","4","SR","OTH8","A","RE","sophia.g.stanley@fakeu.edu"
"34","438713314","Andrews","Ethan","UG","4","JR","OTH8","C-","RE","ethan.n.andrews@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"63635","201201","ABC","103","2","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Jenkins, Christian F.","Lecture","MWF","2:10 PM - 3:00 PM","TB4","108"
"","Laboratory","M","3:10 PM - 6:00 PM","LH3","60"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","284179767","Pickett","Valeria","UG","4","JR","O181","B+","RE","valeria.a.pickett@fakeu.edu"
"2","365601195","Little","Nathan","UG","4","SO","O181","A-","RE","nathan.s.little@fakeu.edu"
"3","273712264","Davis","Camila","UG","4","SR","OT31","C-","RE","camila.a.davis@fakeu.edu"
"4","176385678","Watts","Giselle","UG","4","SR","O160","D+","RE","giselle.e.watts@fakeu.edu"
"5","401963977","Johnson","Julian","UG","4","SR","O239","B","RE","julian.a.johnson2@fakeu.edu"
"6","245384417","Garrett","Julian","UG","4","SR","O240","A","RE","julian.m.garrett@fakeu.edu"
"7","785177369","Olson","Natalie","UG","4","SR","OT21","B+","RE","natalie.n.olson@fakeu.edu"
"8","634117720","Pickett","Victoria","UG","4","SR","O240","C+","RE","victoria.c.pickett@fakeu.edu"
"9","843243337","Garcia","Riley","UG","4","SR","O181","B-","RE","riley.e.garcia@fakeu.edu"
"10","829043584","Mccoy","Adrian","UG","4","SR","OT40","B+","RE","adrian.k.mccoy@fakeu.edu"
"11","220978482","Hunter","Andrea","UG","4","SR","O181","A","RE","andrea.a.hunter@fakeu.edu"
"12","264061406","Nichols","Caleb","UG","4","SR","OTH5","B+","RE","caleb.a.nichols@fakeu.edu"
"13","329883389","Stewart","Brianna","UG","4","SR","O181","A-","RE","brianna.b.stewart@fakeu.edu"
"14","153533754","Pruitt","Justin","UG","4","JR","O181","B","RE","justin.a.pruitt@fakeu.edu"
"15","545813524","Turner","Jeremiah","UG","4","JR","O181","C+","RE","jeremiah.m.turner@fakeu.edu"
"16","539797460","Nicholson","Abigail","UG","4","JR","O268","A-","RE","abigail.a.nicholson@fakeu.edu"
"17","431062104","James","Sophia","UG","4","JR","O232","B","RE","sophia.a.james@fakeu.edu"
"18","175293698","Wilson","Luis","UG","4","JR","O238","A","RE","luis.e.wilson@fakeu.edu"
"19","407556535","Delgado","Jayden","UG","4","JR","O181","B","RE","jayden.k.delgado@fakeu.edu"
"20","117601470","Reed","Christopher","UG","4","JR","O283","A","RE","christopher.s.reed@fakeu.edu"
"21","917044782","Melton","Sofia","UG","4","SO","O232","A","RE","sofia.s.melton@fakeu.edu"
"22","488651356","Sawyer","James","UG","4","SO","OT54","B","RE","james.i.sawyer@fakeu.edu"
"23","446686774","Edwards","John","UG","4","SO","O181","A-","RE","john.r.edwards@fakeu.edu"
"24","415472578","Carr","Naomi","UG","4","JR","OTH8","A","RE","naomi.a.carr@fakeu.edu"
"25","339014649","Stark","Natalie","UG","4","SO","O181","A-","RE","natalie.k.stark@fakeu.edu"
"26","701111772","Hester","Emily","UG","4","SO","OT40","B","RE","emily.a.hester@fakeu.edu"
"27","627584268","Williams","Matthew","UG","4","JR","O181","B","RE","matthew.a.williams1@fakeu.edu"
"28","909825940","Sellers","Leah","UG","4","SO","O238","C+","RE","leah.j.sellers@fakeu.edu"
"29","811853193","Chapman","Violet","UG","4","SR","OTH5","C","RE","violet.j.chapman@fakeu.edu"
"30","290126424","Mcguire","Elijah","UG","4","JR","O181","B","RE","elijah.j.mcguire@fakeu.edu"
"31","247556756","Fleming","Emily","UG","4","JR","O181","A-","RE","emily.a.fleming@fakeu.edu"
"32","728113592","Coleman","Violet","UG","4","SO","O181","B","RE","violet.a.coleman@fakeu.edu"
"33","312451875","Sanders","Natalie","UG","4","SO","O181","B-","RE","natalie.n.sanders@fakeu.edu"
"34","700846176","Adams","Jayden","UG","4","FR","O174","B-","RE","jayden.e.adams1@fakeu.edu"
"35","597287749","Hall","Jason","UG","4","SO","O239","B","RE","jason.j.hall@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"89566","201201","ABC","103","3","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Jenkins, Christian F.","Lecture","MWF","2:10 PM - 3:00 PM","TB4","108"
"","Laboratory","R","3:10 PM - 6:00 PM","LH3","60"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","176818493","Murphy","Savannah","UG","4","SR","OTH8","B-","RE","savannah.a.murphy@fakeu.edu"
"2","905665838","Finch","Brayden","UG","4","JR","OTH5","A","RE","brayden.d.finch@fakeu.edu"
"3","485043460","Williams","Julian","UG","4","JR","O174","B+","RE","julian.e.williams@fakeu.edu"
"4","647864804","Flowers","Benjamin","UG","4","JR","O181","B","RE","benjamin.e.flowers@fakeu.edu"
"5","474349119","Wolfe","Lily","UG","4","JR","O174","B","RE","lily.m.wolfe@fakeu.edu"
"6","598512903","Singleton","Ethan","UG","4","SO","O181","A-","RE","ethan.i.singleton@fakeu.edu"
"7","785738441","Price","Emma","UG","4","JR","OTH8","A-","RE","emma.a.price@fakeu.edu"
"8","479180593","Clark","Aubrey","UG","4","SO","O174","B+","RE","aubrey.j.clark@fakeu.edu"
"9","681100172","Miller","Angel","UG","4","FR","OT21","A","RE","angel.c.miller@fakeu.edu"
"10","112642591","Barnett","Julian","UG","4","FR","OT10","B","RE","julian.t.barnett@fakeu.edu"
"11","280398457","Patel","Gabriel","UG","4","FR","O181","B+","RE","gabriel.m.patel@fakeu.edu"
"12","683019133","Lopez","Noah","UG","4","FR","O174","A-","RE","noah.a.lopez@fakeu.edu"
"13","494826288","Vargas","Daniel","UG","4","SO","O174","A","RE","daniel.d.vargas@fakeu.edu"
"14","758504773","Stewart","Emma","UG","4","FR","OT10","C","RE","emma.e.stewart@fakeu.edu"
"15","500490435","Logan","Andres","UG","4","FR","OT39","C+","RE","andres.e.logan@fakeu.edu"
"16","572683618","Vance","Naomi","UG","4","FR","OT49","C+","RE","naomi.b.vance@fakeu.edu"
"17","615756636","Schultz","Julian","UG","4","FR","O174","B+","RE","julian.g.schultz@fakeu.edu"
"18","702320423","Murphy","Sofia","UG","4","FR","OT10","B","RE","sofia.b.murphy@fakeu.edu"
"19","159859707","Martin","Camila","UG","4","FR","OTH8","A-","RE","camila.s.martin@fakeu.edu"
"20","484590561","Davenport","Sophia","UG","4","SO","OT26","A","RE","sophia.s.davenport@fakeu.edu"
"21","908916588","Jensen","Julian","UG","4","SO","OT64","A-","RE","julian.o.jensen1@fakeu.edu"
"22","665571269","Terry","Jose","UG","4","FR","O126","B+","RE","jose.a.terry@fakeu.edu"
"23","956691980","Barrett","Layla","UG","4","FR","O161","B","RE","layla.t.barrett@fakeu.edu"
"24","856761709","Fisher","Nathan","UG","4","JR","OT88","F","RE","nathan.j.fisher@fakeu.edu"
"25","230831368","Noel","Chloe","UG","4","JR","O174","C-","RE","chloe.h.noel@fakeu.edu"
"26","217907434","O'brien","Aaron","UG","4","FR","O174","A-","RE","aaron.e.o'brien@fakeu.edu"
"27","701934318","Johnson","Gabriel","UG","4","JR","OTH8","B","RE","gabriel.c.johnson@fakeu.edu"
"28","420498250","Johnson","Michael","UG","4","SO","O181","B","RE","michael.i.johnson@fakeu.edu"
"29","211383137","Turner","Carlos","UG","4","JR","OT54","C","RE","carlos.g.turner@fakeu.edu"
"30","164815758","Knight","Michael","UG","4","SO","O174","F","RE","michael.n.knight@fakeu.edu"
"31","982691657","Mueller","Evelyn","UG","4","FR","OT31","B","RE","evelyn.k.mueller@fakeu.edu"
"32","946961625","Crosby","Daniel","UG","4","SR","OT60","B","RE","daniel.j.crosby@fakeu.edu"
"33","786283443","Little","Eva","UG","4","SO","OT21","A-","RE","eva.g.little@fakeu.edu"
"34","873107797","Swanson","Genesis","UG","4","SO","O174","B+","RE","genesis.e.swanson@fakeu.edu"
"35","216470735","Blackburn","Luis","UG","4","SO","OT13","C","RE","luis.x.blackburn@fakeu.edu"
"36","387191809","Anderson","Jorge","UG","4","JR","OT64","C","RE","jorge.v.anderson@fakeu.edu"
"37","389603984","Ortega","Dylan","UG","4","SR","O174","B","RE","dylan.s.ortega@fakeu.edu"
"38","295583828","Hardy","Levi","UG","4","FR","OT39","B+","RE","levi.m.hardy@fakeu.edu"
"39","702765460","Bradley","Adrian","UG","4","FR","ABC1","B-","RE","adrian.k.bradley@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"45504","201201","ABC","103","4","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Jenkins, Christian F.","Laboratory","T","1:40 PM - 4:30 PM","MB5","1344"
"","Lecture","MWF","2:10 PM - 3:00 PM","TB4","108"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","338986225","Scott","Zoey","UG","4","SR","O174","B","RE","zoey.z.scott@fakeu.edu"
"2","120163239","Johnson","Luis","UG","4","SR","O268","B","RE","luis.m.johnson1@fakeu.edu"
"3","726208638","Baker","Brandon","UG","4","JR","O181","B+","RE","brandon.a.baker1@fakeu.edu"
"4","222699174","Morrow","Eva","UG","4","JR","O174","B","RE","eva.j.morrow@fakeu.edu"
"5","363208012","Delgado","Mason","UG","4","JR","O174","B","RE","mason.i.delgado@fakeu.edu"
"6","719421311","Torres","Angelina","UG","4","JR","O181","C+","RE","angelina.g.torres@fakeu.edu"
"7","246542164","Davidson","Jayden","UG","4","SO","OT40","B","RE","jayden.s.davidson@fakeu.edu"
"8","432446831","Medina","Dominic","UG","4","JR","O174","B","RE","dominic.d.medina@fakeu.edu"
"9","755682761","Perez","Alexander","UG","4","SO","OTH8","B+","RE","alexander.a.perez@fakeu.edu"
"10","972523959","Edwards","Chloe","UG","4","SO","OTH6","C","RE","chloe.c.edwards@fakeu.edu"
"11","150954318","Dixon","Liam","UG","4","JR","OT40","B+","RE","liam.a.dixon@fakeu.edu"
"12","475017030","Dunn","Ivan","UG","4","SO","OT16","A-","RE","ivan.a.dunn@fakeu.edu"
"13","833784737","Jarvis","Aaron","UG","4","SO","OT40","B","RE","aaron.j.jarvis@fakeu.edu"
"14","972393736","Calhoun","Daniel","UG","4","SO","OTH8","B-","RE","daniel.h.calhoun@fakeu.edu"
"15","774208168","King","Abigail","UG","4","SO","O174","A","RE","abigail.c.king@fakeu.edu"
"16","337377116","Scott","Jose","UG","4","JR","O181","B+","RE","jose.v.scott@fakeu.edu"
"17","297911634","Diaz","Hunter","UG","4","FR","O181","A","RE","hunter.z.diaz@fakeu.edu"
"18","787385231","Howard","Victoria","UG","4","FR","OT25","A-","RE","victoria.h.howard@fakeu.edu"
"19","145112361","Gregory","Matthew","UG","4","SO","O174","A","RE","matthew.j.gregory@fakeu.edu"
"20","423022010","Tyler","Melissa","UG","4","FR","O181","B-","RE","melissa.h.tyler@fakeu.edu"
"21","787768545","Jones","Ava","UG","4","FR","OT20","B","RE","ava.a.jones@fakeu.edu"
"22","365948709","Green","Nathan","UG","4","JR","O181","A-","RE","nathan.i.green@fakeu.edu"
"23","647317507","Williams","Joseph","UG","4","FR","OT16","B","RE","joseph.x.williams@fakeu.edu"
"24","701628386","Garcia","Matthew","UG","4","FR","O181","C","RE","matthew.c.garcia@fakeu.edu"
"25","806956715","Webster","Chloe","UG","4","SO","O239","B+","RE","chloe.c.webster@fakeu.edu"
"26","228053672","Ellison","Mason","UG","4","FR","O181","B","RE","mason.k.ellison@fakeu.edu"
"27","923747392","Henson","Victoria","UG","4","FR","OT16","B+","RE","victoria.i.henson@fakeu.edu"
"28","822633235","Witt","Joseph","UG","4","FR","O226","A","RE","joseph.s.witt@fakeu.edu"
"29","632796999","Powell","Matthew","UG","4","FR","OT41","B","RE","matthew.o.powell@fakeu.edu"
"30","887886062","Terry","Ella","UG","4","SR","O174","B","RE","ella.v.terry@fakeu.edu"
"31","959362139","Coffey","Aaron","UG","4","JR","OT48","B-","RE","aaron.e.coffey@fakeu.edu"
"32","568694226","Levine","Julian","UG","4","SO","O181","B","RE","julian.v.levine@fakeu.edu"
"33","531967706","Hart","Valerie","UG","4","SO","OTH8","C+","RE","valerie.d.hart@fakeu.edu"
"34","161806191","Walker","Matthew","UG","4","FR","O161","C","RE","matthew.p.walker@fakeu.edu"
"35","964164759","Monroe","Jacob","UG","4","FR","OT40","D","RE","jacob.e.monroe@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"33428","201201","ABC","103","5","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Jenkins, Christian F.","Laboratory","F","11:00 AM - 2:00 PM","MB5","1344"
"","Lecture","MWF","2:10 PM - 3:00 PM","TB4","108"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","796042369","Smith","Andrea","UG","4","SR","OT21","B","RE","andrea.a.smith1@fakeu.edu"
"2","991842020","Anderson","Lucas","UG","4","SR","O232","B-","RE","lucas.m.anderson@fakeu.edu"
"3","206593419","Lopez","Emily","UG","4","JR","OT54","B+","RE","emily.a.lopez@fakeu.edu"
"4","463245848","Mcdonald","Christopher","UG","4","JR","O181","B-","RE","christopher.j.mcdonald@fakeu.edu"
"5","562864441","Greene","Joshua","UG","4","JR","O174","B","RE","joshua.a.greene@fakeu.edu"
"6","334756980","Johnson","Delilah","UG","4","JR","O181","A-","RE","delilah.c.johnson@fakeu.edu"
"7","979705495","Preston","Sofia","UG","4","JR","O174","B","RE","sofia.a.preston@fakeu.edu"
"8","971440291","Walters","Lily","UG","4","SR","O181","C","RE","lily.b.walters@fakeu.edu"
"9","895780161","Wolfe","Xavier","UG","4","SO","O174","A","RE","xavier.j.wolfe@fakeu.edu"
"10","366703979","Trevino","Arianna","UG","4","SO","OT40","C-","RE","arianna.e.trevino@fakeu.edu"
"11","910172163","Green","Alexa","UG","4","SO","O181","B+","RE","alexa.l.green@fakeu.edu"
"12","466428200","Cruz","Maya","UG","4","SO","OT40","B","RE","maya.x.cruz@fakeu.edu"
"13","459054710","Jennings","Miguel","UG","4","SO","O174","B","RE","miguel.n.jennings@fakeu.edu"
"14","700924790","Walker","Ella","UG","4","SO","O174","C+","RE","ella.p.walker@fakeu.edu"
"15","143807965","Howell","Logan","UG","4","SO","O174","B+","RE","logan.e.howell@fakeu.edu"
"16","906592297","Hoffman","Elizabeth","UG","4","SO","O243","B","RE","elizabeth.o.hoffman@fakeu.edu"
"17","510438447","Chambers","Joseph","UG","4","JR","OT60","A","RE","joseph.e.chambers@fakeu.edu"
"18","287436971","Wade","Isabella","UG","4","SO","O174","A","RE","isabella.m.wade@fakeu.edu"
"19","543322080","Davis","Evelyn","UG","4","FR","OT26","A-","RE","evelyn.a.davis2@fakeu.edu"
"20","711442074","Brown","Ryan","UG","4","FR","OT10","A-","RE","ryan.e.brown@fakeu.edu"
"21","595782273","Snyder","Elijah","UG","4","SO","OT20","A","RE","elijah.a.snyder@fakeu.edu"
"22","726702434","Young","Michael","UG","4","FR","O232","A","RE","michael.l.young1@fakeu.edu"
"23","754148492","Austin","Jesse","GR","4","GM","O285","NG","RE","jesse.v.austin@fakeu.edu"
"24","879102865","Cox","Gael","UG","4","SR","O174","B-","RE","gael.a.cox@fakeu.edu"
"25","368897777","Hernandez","Andrea","UG","4","JR","O181","B","RE","andrea.e.hernandez@fakeu.edu"
"26","826482005","Cook","Ashley","UG","4","JR","O174","B+","RE","ashley.g.cook@fakeu.edu"
"27","347636832","Simmons","Faith","UG","4","JR","OTH8","A-","RE","faith.u.simmons@fakeu.edu"
"28","353605729","Thomas","Sarah","UG","4","SO","OT14","B","RE","sarah.m.thomas@fakeu.edu"
"29","574523222","Barrett","Santiago","UG","4","FR","OT67","B","RE","santiago.a.barrett@fakeu.edu"
"30","631613501","Sellers","Vanessa","UG","4","FR","O181","B","RE","vanessa.g.sellers@fakeu.edu"
"31","818377237","Duncan","Ethan","UG","4","FR","O181","C","RE","ethan.m.duncan@fakeu.edu"
"32","878947483","Burris","Benjamin","UG","4","SO","OT26","C-","RE","benjamin.g.burris@fakeu.edu"
"33","384011559","Abbott","Emma","UG","4","JR","OT40","A","RE","emma.a.abbott@fakeu.edu"
"34","901539299","Rich","Isaac","UG","4","SR","OT40","B-","RE","isaac.m.rich@fakeu.edu"
"35","960046493","Jackson","Lucas","UG","4","SR","OT40","B","RE","lucas.l.jackson@fakeu.edu"
"36","738155807","Flores","Layla","UG","4","JR","O232","B","RE","layla.l.flores@fakeu.edu"
"37","720138045","Hanson","Sarah","UG","4","FR","O161","A","RE","sarah.s.hanson@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"98163","201201","ABC","104","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Moore, Isabella M.","Lecture","MWF","1:10 PM - 2:00 PM","MB5","1332"
"","Discussion","W","5:10 PM - 6:00 PM","LH1","66"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","701072555","Davis","Emma","UG","4","SR","ABC1","B+","RE","emma.l.davis@fakeu.edu"
"2","527519832","Cook","Eric","UG","4","SR","ABC1","B","RE","eric.k.cook@fakeu.edu"
"3","254437957","Romero","Isabella","UG","4","JR","ABC2","B+","RE","isabella.g.romero@fakeu.edu"
"4","615208785","Griffin","Chloe","UG","4","SO","ABC1","B+","RE","chloe.g.griffin@fakeu.edu"
"5","578323156","Sweet","Naomi","UG","4","FR","ABC2","C-","RE","naomi.a.sweet@fakeu.edu"
"6","993136306","Lucas","Olivia","UG","4","FR","ABC1","B+","RE","olivia.v.lucas@fakeu.edu"
"7","269238305","Hernandez","Nathan","UG","4","SO","ABC1","A","RE","nathan.m.hernandez@fakeu.edu"
"8","714850212","Lyons","Mateo","UG","4","FR","DEF2","A-","RE","mateo.h.lyons@fakeu.edu"
"9","825201152","Wright","Brandon","UG","4","SO","ABC2","A-","RE","brandon.j.wright@fakeu.edu"
"10","852164650","Rivera","Alejandro","UG","4","FR","ABC2","C+","RE","alejandro.m.rivera@fakeu.edu"
"11","744084973","Haney","Anthony","UG","4","SO","O225","B+","RE","anthony.z.haney@fakeu.edu"
"12","282368941","Brown","Jayden","UG","4","SR","ABC1","C+","RE","jayden.y.brown@fakeu.edu"
"13","239763519","Ray","Ivan","UG","4","SR","O278","B","RE","ivan.k.ray@fakeu.edu"
"14","538955822","Keller","Dominic","UG","4","SR","OT39","B-","RE","dominic.a.keller@fakeu.edu"
"15","173506260","Riley","Isaac","UG","4","SR","ABC2","B","RE","isaac.s.riley@fakeu.edu"
"16","904762547","Perkins","Anthony","UG","4","JR","O160","B+","RE","anthony.v.perkins1@fakeu.edu"
"17","755634652","Turner","Valerie","UG","4","JR","OTH8","B","RE","valerie.z.turner@fakeu.edu"
"18","259663748","Phillips","Melanie","UG","4","JR","OT68","B","RE","melanie.s.phillips1@fakeu.edu"
"19","103887184","Brooks","Delilah","UG","4","SR","O160","B-","RE","delilah.s.brooks@fakeu.edu"
"20","444558188","Thomas","Ryan","UG","4","JR","OT68","B","RE","ryan.e.thomas@fakeu.edu"
"21","277250470","Chapman","Alan","UG","4","JR","ABC1","B","RE","alan.l.chapman@fakeu.edu"
"22","406718474","Williams","Nathan","UG","4","JR","O244","C+","RE","nathan.n.williams@fakeu.edu"
"23","671497325","Rodriguez","Anthony","UG","4","JR","OT16","B-","RE","anthony.l.rodriguez@fakeu.edu"
"24","163352097","Miller","Levi","UG","4","SR","OT39","B+","RE","levi.s.miller@fakeu.edu"
"25","448262272","Diaz","Jennifer","UG","4","JR","O174","A-","RE","jennifer.j.diaz@fakeu.edu"
"26","961454168","Harris","Elijah","UG","4","JR","O223","A","RE","elijah.a.harris1@fakeu.edu"
"27","290391870","Lee","Nathaniel","UG","4","JR","O244","B","RE","nathaniel.a.lee1@fakeu.edu"
"28","856606776","Graham","Luis","UG","4","JR","OT35","B-","RE","luis.s.graham@fakeu.edu"
"29","504442305","Barton","Zoey","UG","4","SO","ABC2","A","RE","zoey.e.barton@fakeu.edu"
"30","862650773","Slater","Liliana","UG","4","SO","OT62","B-","RE","liliana.r.slater@fakeu.edu"
"31","410405691","Woods","Matthew","UG","4","JR","OTH8","B-","RE","matthew.n.woods@fakeu.edu"
"32","335600342","Lopez","Henry","UG","4","JR","OT35","A-","RE","henry.a.lopez@fakeu.edu"
"33","297291687","Hammond","Luis","UG","4","SO","OTH8","B","RE","luis.g.hammond@fakeu.edu"
"34","380675367","Smith","Allison","UG","4","JR","O174","B-","RE","allison.j.smith@fakeu.edu"
