"23","512072637","Ferguson","Aubrey","UG","4","FR","ABC1","C","RE","aubrey.m.ferguson@fakeu.edu"
"24","345236540","Mcgowan","Sebastian","UG","4","JR","ABC2","C","RE","sebastian.b.mcgowan@fakeu.edu"
"25","631010804","Fuller","Isabella","UG","4","SO","OT39","C","RE","isabella.s.fuller@fakeu.edu"
"26","651525922","Evans","Ella","UG","4","SO","OT40","B","RE","ella.x.evans@fakeu.edu"
"27","499152462","Shaw","Joseph","UG","4","SR","O160","A","RE","joseph.e.shaw1@fakeu.edu"
"28","603565857","Martin","Victoria","UG","4","SR","O160","C-","RE","victoria.b.martin@fakeu.edu"
"29","414223414","Cooper","Gabriel","UG","4","SR","O160","B","RE","gabriel.a.cooper@fakeu.edu"
"30","161130210","Long","Ian","UG","4","SR","O160","A","RE","ian.g.long@fakeu.edu"
"31","119714480","Martinez","Alexander","UG","4","SR","OT37","F","RE","alexander.a.martinez@fakeu.edu"
"32","502118958","Barnes","Julian","UG","4","JR","OT48","F","RE","julian.a.barnes@fakeu.edu"
"33","635188394","May","Steven","UG","4","SR","OT42","C","RE","steven.e.may@fakeu.edu"
"34","354023683","Heath","Aiden","UG","4","JR","DEF1","C","RE","aiden.o.heath@fakeu.edu"
"35","163377576","Manning","Alan","UG","4","JR","O238","F","RE","alan.m.manning@fakeu.edu"
"36","255964009","Gray","Levi","UG","4","JR","OT21","C","RE","levi.l.gray@fakeu.edu"
"37","189192400","Bryant","Tyler","UG","4","JR","O160","C","RE","tyler.j.bryant@fakeu.edu"
"38","244905648","Castillo","Noah","UG","4","SO","OT35","A+","RE","noah.j.castillo@fakeu.edu"
"39","328920088","O'brien","Eric","UG","4","JR","OT60","D-","RE","eric.o.o'brien@fakeu.edu"
"40","185339318","Jones","Vanessa","UG","4","SR","OT21","F","RE","vanessa.a.jones@fakeu.edu"
"41","154776704","Peters","Ryan","UG","4","SO","OT49","A-","RE","ryan.c.peters@fakeu.edu"
"42","697101275","Vinson","Gavin","UG","4","SO","OT20","B+","RE","gavin.m.vinson@fakeu.edu"
"43","663046710","Jones","Brayden","UG","4","SO","ABC1","B","RE","brayden.c.jones@fakeu.edu"
"44","408860078","Harris","Jordan","UG","4","FR","DEF2","C-","RE","jordan.a.harris@fakeu.edu"
"45","373816405","Adams","Tyler","UG","4","SR","O278","C+","RE","tyler.l.adams@fakeu.edu"
"46","126195355","Anderson","Dylan","UG","4","JR","OT16","C","RE","dylan.j.anderson@fakeu.edu"
"47","439650656","Rodriguez","Avery","UG","4","SO","O277","C","RE","avery.s.rodriguez@fakeu.edu"
"48","449673350","Brown","Carlos","UG","4","SR","OT67","D","RE","carlos.b.brown@fakeu.edu"
"49","883436116","Kennedy","Victoria","UG","4","SR","DEF1","C","RE","victoria.e.kennedy@fakeu.edu"
"50","364928261","Hernandez","Jade","UG","4","SO","O286","A+","RE","jade.m.hernandez@fakeu.edu"
"51","348980186","Shaw","Jacob","UG","4","FR","ABC1","C-","RE","jacob.n.shaw@fakeu.edu"
"52","877098801","Estes","Eli","UG","4","JR","OT16","C","RE","eli.g.estes@fakeu.edu"
"53","615317742","Smith","Adrian","UG","4","FR","OT20","B-","RE","adrian.l.smith@fakeu.edu"
"54","313739119","Christensen","Nathaniel","UG","4","SR","OTH7","C","RE","nathaniel.a.christensen@fakeu.edu"
"55","113243841","Guzman","Sebastian","UG","4","JR","OTH8","C","RE","sebastian.a.guzman@fakeu.edu"
"56","893627429","Kelly","Angelina","UG","4","FR","ABC2","C","RE","angelina.n.kelly@fakeu.edu"
"57","601753958","Smith","Jack","UG","4","FR","ABC1","F","RE","jack.r.smith1@fakeu.edu"
"58","658763729","Moody","Luke","UG","4","FR","OT20","F","RE","luke.h.moody@fakeu.edu"
"59","725916636","Patel","Angel","UG","4","FR","O225","A","RE","angel.k.patel@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"25981","201203","ABC","104","3","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Cobb, Sophie A.","Lecture","MWF","11:00 AM - 11:50 AM","TB2","110"
"","Discussion","T","5:10 PM - 6:00 PM","LH5","40"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","156622028","Campbell","Carlos","UG","4","SO","ABC1","B","RE","carlos.c.campbell@fakeu.edu"
"2","448409818","Smith","Katherine","UG","4","SO","ABC2","B+","RE","katherine.a.smith@fakeu.edu"
"3","615516924","Chang","Brianna","UG","4","SR","DEF1","A","RE","brianna.n.chang@fakeu.edu"
"4","145984504","Bailey","Daniel","UG","4","FR","ABC1","A+","RE","daniel.y.bailey@fakeu.edu"
"5","433353122","Henry","Natalia","UG","4","JR","DEF1","B-","RE","natalia.v.henry@fakeu.edu"
"6","869976886","Raymond","Valerie","UG","4","SO","ABC1","C+","RE","valerie.g.raymond@fakeu.edu"
"7","694757515","Malone","Bryan","UG","4","SO","DEF2","C","RE","bryan.k.malone@fakeu.edu"
"8","141461807","Smith","Maya","UG","4","SO","DEF2","A+","RE","maya.q.smith@fakeu.edu"
"9","726660063","Moore","Matthew","UG","4","SO","ABC2","C","RE","matthew.l.moore@fakeu.edu"
"10","684616352","Tucker","Anthony","UG","4","SO","DEF2","D-","RE","anthony.j.tucker@fakeu.edu"
"11","971935715","Shepherd","Eric","UG","4","SO","ABC1","A-","RE","eric.m.shepherd@fakeu.edu"
"12","109012058","Jones","Carlos","UG","4","SO","DEF2","C","RE","carlos.j.jones@fakeu.edu"
"13","142561500","Lee","Kimberly","UG","4","SO","DEF2","B-","RE","kimberly.v.lee@fakeu.edu"
"14","159011875","Rodgers","Elijah","UG","4","FR","ABC1","C","RE","elijah.e.rodgers@fakeu.edu"
"15","669227706","Matthews","Angel","UG","4","FR","ABC2","B","RE","angel.j.matthews@fakeu.edu"
"16","607461597","Turner","Ashley","UG","4","FR","ABC2","A+","RE","ashley.g.turner@fakeu.edu"
"17","898002710","Kane","Diego","UG","4","FR","OT39","C","RE","diego.v.kane@fakeu.edu"
"18","548841493","Bennett","Kaylee","UG","4","SO","ABC1","C","RE","kaylee.j.bennett@fakeu.edu"
"19","149959631","Davis","Victoria","UG","4","FR","ABC2","A-","RE","victoria.s.davis@fakeu.edu"
"20","900525962","Jordan","Zachary","UG","4","JR","O232","B-","RE","zachary.j.jordan1@fakeu.edu"
"21","158328457","Gordon","Julia","UG","4","SR","OT62","B","RE","julia.g.gordon@fakeu.edu"
"22","844029058","Rogers","Victor","UG","4","SR","OTH8","F","RE","victor.e.rogers@fakeu.edu"
"23","440145351","Davis","Austin","UG","4","SR","OTH8","A","RE","austin.a.davis@fakeu.edu"
"24","873948495","Brown","Genesis","UG","4","JR","O223","C+","RE","genesis.n.brown@fakeu.edu"
"25","893862836","James","Sebastian","UG","4","JR","O240","B-","RE","sebastian.b.james@fakeu.edu"
"26","434513558","Anderson","Angelina","UG","4","SO","OT26","D","RE","angelina.a.anderson1@fakeu.edu"
"27","287723681","Lloyd","Bryan","UG","4","JR","O237","B","RE","bryan.e.lloyd@fakeu.edu"
"28","643080979","Smith","Anthony","UG","4","JR","O174","C","RE","anthony.k.smith1@fakeu.edu"
"29","219084361","Coleman","Natalie","UG","4","SO","DEF1","A+","RE","natalie.e.coleman@fakeu.edu"
"30","178405928","Hansen","Ariana","UG","4","JR","OT39","B-","RE","ariana.s.hansen@fakeu.edu"
"31","668957251","Ortiz","Isaiah","UG","4","JR","OT88","C","RE","isaiah.l.ortiz@fakeu.edu"
"32","232933831","Gray","Olivia","UG","4","SO","OT21","B-","RE","olivia.w.gray@fakeu.edu"
"33","414326155","Mcguire","Nicole","UG","4","JR","OT21","C-","RE","nicole.i.mcguire@fakeu.edu"
"34","525123233","Benson","Noah","UG","4","SO","OT20","D","RE","noah.i.benson@fakeu.edu"
"35","835673641","Brown","Nathan","UG","4","SO","OT42","A+","RE","nathan.m.brown@fakeu.edu"
"36","430754304","Allen","Melody","UG","4","SO","OT35","A+","RE","melody.a.allen@fakeu.edu"
"37","192197902","Wheeler","Brayden","UG","4","FR","OT49","A+","RE","brayden.c.wheeler@fakeu.edu"
"38","658336574","Scott","Daniel","UG","4","SO","OT64","C+","RE","daniel.n.scott@fakeu.edu"
"39","664326526","Potter","Isabella","UG","4","FR","ABC1","C","RE","isabella.a.potter@fakeu.edu"
"40","938838248","Rogers","Mateo","UG","4","SO","OT26","B-","RE","mateo.l.rogers@fakeu.edu"
"41","664164933","Jones","Hailey","UG","4","FR","OT54","C","RE","hailey.i.jones@fakeu.edu"
"42","243650836","Lucas","Leonardo","UG","4","SO","ABC2","D","RE","leonardo.g.lucas@fakeu.edu"
"43","392280624","Moore","Alexander","UG","4","SO","OT16","B","RE","alexander.a.moore@fakeu.edu"
"44","905851426","Mejia","Michael","UG","4","FR","OTH8","B","RE","michael.l.mejia@fakeu.edu"
"45","965528695","Brown","Gavin","UG","4","SO","O223","A+","RE","gavin.n.brown@fakeu.edu"
"46","468795154","Johnson","Emily","UG","4","SR","O223","C","RE","emily.c.johnson@fakeu.edu"
"47","661092969","Shelton","Jeremiah","UG","4","FR","OT26","B+","RE","jeremiah.s.shelton@fakeu.edu"
"48","861131539","Padilla","Jesse","UG","4","FR","OT20","B-","RE","jesse.m.padilla@fakeu.edu"
"49","898592777","Dunn","Katherine","UG","4","SO","ABC1","A-","RE","katherine.j.dunn@fakeu.edu"
"50","854147161","Blake","Lucas","GR","4","GM","DEFG","A+","RE","lucas.a.blake@fakeu.edu"
"51","957751050","Gibbs","Alan","UG","4","SO","OT48","C","RE","alan.l.gibbs@fakeu.edu"
"52","501448361","Collins","Ethan","UG","4","SR","O160","F","RE","ethan.a.collins@fakeu.edu"
"53","790267374","Mckinney","Emily","UG","4","SR","OT62","A+","RE","emily.e.mckinney@fakeu.edu"
"54","310940565","Petersen","Kevin","UG","4","SR","O223","C+","RE","kevin.m.petersen@fakeu.edu"
"55","737706253","White","Michelle","UG","4","FR","ABC1","C-","RE","michelle.v.white@fakeu.edu"
"56","662744092","Payne","Elias","UG","4","SO","O237","C","RE","elias.v.payne@fakeu.edu"
"57","676035563","Stevenson","Noah","UG","4","SR","O248","C","RE","noah.a.stevenson@fakeu.edu"
"58","464459979","Warren","Lily","UG","4","FR","OT93","F","RE","lily.a.warren@fakeu.edu"
"59","645721440","Thompson","Jade","UG","4","FR","OT21","C","RE","jade.a.thompson@fakeu.edu"
"60","462005534","Williams","Amelia","UG","4","JR","ABC2","F","RE","amelia.r.williams@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"24626","201203","ABC","104","4","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Cobb, Sophie A.","Lecture","MWF","11:00 AM - 11:50 AM","TB2","110"
"","Discussion","R","1:10 PM - 2:00 PM","LH1","106"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","902870413","Coffey","Jack","UG","4","JR","OTH8","C","RE","jack.o.coffey@fakeu.edu"
"2","285373969","Frazier","Anthony","UG","4","SO","OT68","C-","RE","anthony.v.frazier@fakeu.edu"
"3","742673973","Rollins","Mateo","UG","4","SO","DEF1","A+","RE","mateo.c.rollins@fakeu.edu"
"4","821123650","Johnson","Sophia","UG","4","SO","O239","C","RE","sophia.a.johnson2@fakeu.edu"
"5","165893784","Cooper","William","UG","4","SO","O282","A","RE","william.b.cooper@fakeu.edu"
"6","142548657","Moore","Maria","UG","4","SO","OTH7","A","RE","maria.s.moore@fakeu.edu"
"7","285914125","Pittman","Noah","UG","4","FR","OTH6","D-","RE","noah.a.pittman@fakeu.edu"
"8","185410560","Mcdonald","Harper","UG","4","SO","ABC1","A+","RE","harper.b.mcdonald@fakeu.edu"
"9","582060092","Johnson","James","UG","4","FR","OT20","A","RE","james.l.johnson@fakeu.edu"
"10","721934169","Stephens","Juan","UG","4","SO","O223","A","RE","juan.m.stephens@fakeu.edu"
"11","571512000","Nelson","Carlos","UG","4","SO","OT35","A+","RE","carlos.c.nelson@fakeu.edu"
"12","263305292","Green","Jacob","UG","4","SO","ABC1","A-","RE","jacob.a.green@fakeu.edu"
"13","199924376","Jordan","Jesus","UG","4","SO","OT20","D+","RE","jesus.a.jordan@fakeu.edu"
"14","489056508","Bradshaw","Dylan","UG","4","SO","OT39","A","RE","dylan.i.bradshaw@fakeu.edu"
"15","861658590","Edwards","Alan","UG","4","FR","O225","B","RE","alan.a.edwards@fakeu.edu"
"16","580646504","Robertson","Anthony","UG","4","FR","O223","B-","RE","anthony.c.robertson@fakeu.edu"
"17","279026637","Nolan","Hailey","UG","4","SO","OT10","C","RE","hailey.a.nolan@fakeu.edu"
"18","795589567","Walker","Camila","UG","4","SO","OTH6","C","RE","camila.v.walker1@fakeu.edu"
"19","106795344","Bray","Elijah","UG","4","SO","O232","F","RE","elijah.i.bray@fakeu.edu"
"20","303317882","Walsh","Andrew","UG","4","SO","O160","D-","RE","andrew.v.walsh@fakeu.edu"
"21","942108625","Palmer","Avery","UG","4","SO","OT16","C","RE","avery.a.palmer@fakeu.edu"
"22","921378382","Snyder","John","UG","4","FR","O238","D-","RE","john.e.snyder@fakeu.edu"
"23","396422489","Taylor","Adrian","UG","4","SO","O257","B+","RE","adrian.r.taylor@fakeu.edu"
"24","415916483","Smith","Gabriel","UG","4","FR","OT93","B-","RE","gabriel.j.smith1@fakeu.edu"
"25","829057609","Steele","Jacob","UG","4","FR","O239","F","RE","jacob.h.steele@fakeu.edu"
"26","149645322","Barrett","Jordan","UG","4","FR","OT16","C","RE","jordan.l.barrett@fakeu.edu"
"27","981461677","Compton","Riley","UG","4","SO","OT39","D","RE","riley.g.compton@fakeu.edu"
"28","406495126","Brewer","Evelyn","UG","4","JR","O174","F","RE","evelyn.a.brewer@fakeu.edu"
"29","652814266","Anderson","Aubrey","UG","4","FR","OT35","A+","RE","aubrey.e.anderson@fakeu.edu"
"30","949673467","Shepard","Kimberly","UG","4","SO","DEF2","C","RE","kimberly.m.shepard@fakeu.edu"
"31","167617718","Williams","Daniel","UG","4","FR","DEF2","B","RE","daniel.a.williams2@fakeu.edu"
"32","471834201","Freeman","Elizabeth","UG","4","SR","O104","C","RE","elizabeth.j.freeman@fakeu.edu"
"33","158038515","Burns","Mia","UG","4","FR","ABC1","D","RE","mia.j.burns@fakeu.edu"
"34","170758861","Castillo","Mateo","UG","4","SO","ABC2","A+","RE","mateo.t.castillo@fakeu.edu"
"35","996819081","Moore","Genesis","UG","4","SR","O239","I","RE","genesis.e.moore@fakeu.edu"
"36","626606191","Ferguson","Emily","UG","4","FR","O240","D+","RE","emily.i.ferguson@fakeu.edu"
"37","476351017","Brown","Aaron","UG","4","SO","OT35","A-","RE","aaron.a.brown@fakeu.edu"
"38","438806604","Reeves","Logan","UG","4","SR","OTH7","B+","RE","logan.s.reeves@fakeu.edu"
"39","615783215","Johnson","Brandon","UG","4","JR","OTH8","F","RE","brandon.a.johnson@fakeu.edu"
"40","849859591","Davis","Jayden","UG","4","JR","O240","B","RE","jayden.n.davis@fakeu.edu"
"41","183708795","Smith","Caleb","UG","4","FR","OT16","C","RE","caleb.e.smith@fakeu.edu"
"42","854883899","Branch","Giselle","UG","4","JR","O223","A","RE","giselle.l.branch@fakeu.edu"
"43","937989354","Kelley","Andres","UG","4","FR","OTH8","C","RE","andres.m.kelley@fakeu.edu"
"44","970154133","Lewis","Nathan","UG","4","SR","OT64","A+","RE","nathan.a.lewis@fakeu.edu"
"45","356977412","Snyder","Alejandro","UG","4","SO","O257","A","RE","alejandro.j.snyder@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"22110","201203","ABC","105","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Williams, Victoria M.","Lecture","MWF","10:00 AM - 10:50 AM","LH3","58"
"","Discussion","W","4:10 PM - 5:00 PM","LH1","74"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","808648918","Parks","Victor","UG","4","FR","DEF2","B+","RE","victor.b.parks@fakeu.edu"
"2","359534457","Lewis","Aiden","UG","4","JR","DEF1","C+","RE","aiden.a.lewis@fakeu.edu"
"3","686196285","Lawson","Luke","UG","4","FR","ABC1","A-","RE","luke.n.lawson@fakeu.edu"
"4","983375121","Perez","Liam","UG","4","FR","DEF2","F","RE","liam.c.perez@fakeu.edu"
"5","676035563","Stevenson","Noah","UG","4","SR","O248","A+","RE","noah.a.stevenson@fakeu.edu"
"6","719965161","Jones","Melanie","UG","4","JR","OT35","F","RE","melanie.d.jones@fakeu.edu"
"7","984872373","King","Olivia","GR","4","D1","OT99","A+","RE","olivia.z.king@fakeu.edu"
"8","720966702","Cole","Alex","UG","4","SR","O239","B-","RE","alex.b.cole@fakeu.edu"
"9","463645420","Koch","Gavin","UG","4","SR","OT39","D","RE","gavin.i.koch@fakeu.edu"
"10","407021810","Hendricks","Logan","UG","4","SR","OT62","A-","RE","logan.s.hendricks@fakeu.edu"
"11","986726100","Ford","Ashley","UG","4","SR","OT39","A","RE","ashley.a.ford1@fakeu.edu"
"12","485343178","Osborne","Jesus","GR","4","D1","OT75","A+","RE","jesus.d.osborne@fakeu.edu"
"13","306575965","Valdez","Jayden","UG","4","JR","OTH8","B","RE","jayden.s.valdez1@fakeu.edu"
"14","142897967","Lee","Sebastian","UG","4","JR","O239","A+","RE","sebastian.g.lee@fakeu.edu"
"15","126231306","Reed","Alexander","UG","4","JR","O160","A-","RE","alexander.o.reed@fakeu.edu"
"16","919615002","Johnson","Jacob","UG","4","JR","O174","A-","RE","jacob.a.johnson3@fakeu.edu"
"17","997975308","Dyer","Ella","UG","4","SO","O174","A","RE","ella.v.dyer@fakeu.edu"
"18","798733258","Schmidt","Mia","UG","4","JR","OT42","F","RE","mia.m.schmidt@fakeu.edu"
"19","614320142","Parker","Addison","UG","4","JR","O240","A-","RE","addison.d.parker@fakeu.edu"
"20","829084423","Thomas","Nathan","UG","4","SO","O135","F","RE","nathan.a.thomas@fakeu.edu"
"21","445633914","Gay","Sophia","UG","4","JR","OTH8","B-","RE","sophia.m.gay@fakeu.edu"
"22","299768626","Burgess","Ethan","UG","4","JR","OTH8","A","RE","ethan.c.burgess@fakeu.edu"
"23","722571061","Williams","Amy","UG","4","JR","O223","D+","RE","amy.o.williams1@fakeu.edu"
"24","157921085","Morgan","Alyssa","UG","4","FR","OT39","A","RE","alyssa.j.morgan@fakeu.edu"
"25","439650656","Rodriguez","Avery","UG","4","SO","O277","A+","RE","avery.s.rodriguez@fakeu.edu"
"26","826087696","Garcia","Matthew","UG","4","SO","OT16","C+","RE","matthew.g.garcia@fakeu.edu"
"27","370941909","Simmons","Alex","UG","4","SO","O174","A","RE","alex.s.simmons@fakeu.edu"
"28","887729166","Hobbs","Anthony","UG","4","SO","O223","A+","RE","anthony.z.hobbs@fakeu.edu"
"29","488826645","Cruz","Hannah","UG","4","SO","OT42","F","RE","hannah.x.cruz@fakeu.edu"
"30","402806641","Buckley","Vanessa","UG","4","SO","OT20","A","RE","vanessa.o.buckley@fakeu.edu"
"31","296132030","Sharp","Matthew","UG","4","FR","O277","A","RE","matthew.j.sharp@fakeu.edu"
"32","792038544","Barnes","Bryan","UG","4","SO","O262","B-","RE","bryan.g.barnes@fakeu.edu"
"33","966181994","Peters","Mason","UG","4","FR","OT10","B-","RE","mason.h.peters@fakeu.edu"
"34","259893360","Johnson","Isabella","UG","4","SO","O108","F","RE","isabella.a.johnson1@fakeu.edu"
"35","607193805","Berry","Valeria","UG","4","SO","OT94","A","RE","valeria.s.berry@fakeu.edu"
"36","777679850","Beard","Alexander","UG","4","SO","OT16","B","RE","alexander.l.beard@fakeu.edu"
"37","460678739","Jones","Gavin","UG","4","FR","O239","B-","RE","gavin.j.jones@fakeu.edu"
"38","506933680","Johnson","Andres","UG","4","SO","O232","A+","RE","andres.a.johnson@fakeu.edu"
"39","811969003","Sanders","Eli","UG","4","SO","O223","A","RE","eli.n.sanders@fakeu.edu"
"40","118902868","Jones","Bella","UG","4","SO","OT54","A","RE","bella.g.jones@fakeu.edu"
"41","178019044","Smith","Sophia","UG","4","FR","O268","B+","RE","sophia.a.smith1@fakeu.edu"
"42","396422489","Taylor","Adrian","UG","4","SO","O257","A+","RE","adrian.r.taylor@fakeu.edu"
"43","751086978","Miller","Matthew","UG","4","FR","OT48","C-","RE","matthew.c.miller@fakeu.edu"
"44","358485649","Reese","Chloe","GR","4","D1","DEFG","A+","RE","chloe.p.reese@fakeu.edu"
"45","254417979","Small","Alex","UG","4","SR","OTH8","A-","RE","alex.m.small@fakeu.edu"
"46","479015057","Kim","Alexander","UG","4","SO","O238","A","RE","alexander.j.kim@fakeu.edu"
"47","986033638","Phillips","Christian","UG","4","JR","OTH8","A-","RE","christian.f.phillips@fakeu.edu"
"48","903502348","Williams","Joseph","ND","4","ND","O253","A+","RE","joseph.d.williams1@fakeu.edu"
"49","475808895","Quinn","Gabriel","ND","4","ND","O253","A","RE","gabriel.z.quinn@fakeu.edu"
"50","540846898","Phillips","Elizabeth","UG","4","SO","OTH8","A","RE","elizabeth.c.phillips@fakeu.edu"
"51","821916916","Brooks","Alexander","UG","4","SO","O174","A+","RE","alexander.a.brooks@fakeu.edu"
"52","194592012","Murphy","Leah","UG","4","SO","O223","A","RE","leah.j.murphy@fakeu.edu"
"53","274258328","Austin","Alexander","UG","4","FR","OT39","A+","RE","alexander.a.austin@fakeu.edu"
"54","531580032","James","Isabella","UG","4","FR","OTH8","B","RE","isabella.a.james@fakeu.edu"
"55","433037006","Owen","Landon","UG","4","FR","DEF1","B","RE","landon.j.owen@fakeu.edu"
"56","874342872","Crawford","Sophia","UG","4","SO","OT20","A","RE","sophia.a.crawford@fakeu.edu"
"57","200871372","Jennings","Joshua","GR","4","GM","O227","A","RE","joshua.s.jennings@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"27057","201203","ABC","105","2","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Williams, Victoria M.","Lecture","MWF","10:00 AM - 10:50 AM","LH3","58"
"","Discussion","M","3:10 PM - 4:00 PM","MB1","1030"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","956133278","Walters","Ayden","UG","4","FR","ABC1","B","RE","ayden.a.walters@fakeu.edu"
"2","492169078","Carroll","Amelia","UG","4","FR","ABC1","B","RE","amelia.d.carroll@fakeu.edu"
"3","812083312","Lane","Dominic","UG","4","FR","DEF1","A","RE","dominic.e.lane@fakeu.edu"
"4","318409727","Brown","Dylan","UG","4","FR","DEF1","D+","RE","dylan.a.brown1@fakeu.edu"
"5","506328176","Pollard","Isabella","UG","4","FR","ABC2","C-","RE","isabella.j.pollard@fakeu.edu"
"6","231640707","Webster","Daniel","UG","4","FR","DEF1","F","RE","daniel.j.webster@fakeu.edu"
"7","961646601","White","Ryan","UG","4","SO","O223","A+","RE","ryan.b.white@fakeu.edu"
"8","651525922","Evans","Ella","UG","4","SO","OT40","A+","RE","ella.x.evans@fakeu.edu"
